title,company,city,description,salary,url
Волонтерська позиція: Middle/Senior FullStack (Node.js + Python) Developer для УНКД,"ГО ""УНКД""",віддалено,"УНКД — це унікальний проект, що живе питанням розвитку високих технологій та захисту цифрових прав. Ми віримо, що Україна повинна зайняти провідне місце серед найбільш технологічних держав світу. Наша діяльність направлена на розбудову високотехнологічних процесів в нашій державі. Ми не очікуємо на зміни, ми і є рушієм змін.🚀 Ми шукаємо досвідченого FullStack розробника (Node.js + Python) для участі в разовому волонтерському проекті, який спрямований на те, щоб допомогти волонтерам легалізувати свою діяльність і заощадити кошти. Наш безкоштовний сервіс дозволяє генерувати документи для реєстрації ГО/БФ, і завдяки йому було зареєстровано понад 300 організацій. 🚀Що ми пропонуємо:Участь у проекті, що має реальний вплив на суспільство та допомагає розвивати високі технології в Україні.🌍 Можливість зробити вагомий внесок у розбудову цифрового майбутнього нашої держави.💡 УНКД цінує творче мислення, інтелект та наполегливість, і ви отримаєте можливість реалізувати ці якості у нашій команді.Що ми очікуємо:Досвід роботи з Node.js та Python на рівні Middle/Senior.Вміння аналізувати та виправляти існуючий код.Відповідальність та здатність працювати в швидкому ритмі.Бажання зробити внесок у розвиток суспільства, працюючи на благо волонтерів та їх організацій.Це разовий проект, але його вплив буде довготривалим. Якщо ви готові приєднатися до нашої команди та внести свій вклад у розвиток цифрових прав та високих технологій в Україні, ми чекаємо на вас!",Not provided,https://jobs.dou.ua/companies/nko-go-unkd/vacancies/277374/
Middle/Senior Python Developer,WizardsDev,віддалено,"— 4+ years of experience with Python3;— Proficiency in FastAPI, REST APIs;— Experience with WebSockets for developing interactive applications;— Familiarity with SQLAlchemy for database operations, particularly with PostgreSQL;— Experience using Alembic for managing database migrations;— Ability to work with Docker and Docker Compose for containerization and local deployment of applications;— Knowledge of Kubernetes for orchestrating and managing containerized applications;— Experience with Celery and Redis for asynchronous task processing;— Proficiency in Uvicorn for running web servers.",Not provided,https://jobs.dou.ua/companies/wizardsdev/vacancies/277366/
Senior Python Engineer (with Scraping) (#1958),N-iX,"Київ, Львів, Дніпро, Вінниця, Івано-Франківськ, Тернопіль, віддалено","For our customer author of the most widely used solution to recover digital revenue we are looking for the Python engineer. Over 1.000 companies rely on their platform to fight counterfeits, piracy, impersonation, and distribution abuse. Company has 270+ professionals and offices in New York, Barcelona, Beijing, and Salt Lake City. Senior Python Engineer to get involved in our tracking technology, libraries, and hundreds of projects that use them, helping us maintain our platform, optimize it, and further improve it.Requirements:5+ years in a Python Developer position or similarThe ability to express complex ideas in spoken and written English is crucial as our team is made up of people of 5 different nationalities and it is the language in which we communicateGood knowledge of Python, with the ability to write idiomatic and reusable code.Experience in object-oriented design, software architecture best practices and patterns, and large-scale application development with maintainability and extensibility in mind.Experience with web requests and Python request library.Experience with TDD, testing best practices and methodologies: pytest, unittest, mock and answers libraries.Experience using docker / docker-compose throughout the entire lifecycle, including development, testing, debugging, QA, CI, and deployment.Tech stack:Python, AWS, MySQL / SQLAlchemy, Snowflake / Redshift Airflow / Celery / RabbitMQ / Luigi, Redis, Scrapy, IDOL for data interfaces and schema, Sepia config systemNice to have: Understanding of the architecture of web applications (including ajax websites) and mastery of the development tools built into the browser, for reverse engineering purposes.Inclination towards code optimizations (algorithmic complexity, memory usage).Proficiency in contributing to shared code bases using git.Efficient text processing with regular expressions and XML parsing.Experience with selenium / nodejs / phantomjs / splash or any similar software for scraping or automation purposes. We offer:Flexible working format — remote, office-based or flexibleA competitive salary and good compensation packagePersonalized career growthProfessional development tools (mentorship program, tech talks and trainings, centers of excellence, and more)Active tech communities with regular knowledge sharingEducation reimbursementMemorable anniversary presentsCorporate events and team buildingsOther location-specific benefits",Not provided,https://jobs.dou.ua/companies/n-ix/vacancies/258413/
Senior Python Developer in Hosting Services Team,ZONE3000,віддалено,"Your expertise: At least 4 years of professional experienceFrameworks: Proficiency in Django, Flask, FastAPIPython ORMs: Hands-on with SQLAlchemy, Django ORM, PonyORM, or SQLObjectDeep understanding of Python’s asynchronous programming featuresHands-on experience with AWS services (e.g., S3, Lambda, RDS, Forgate, CloudWatch, etc.)Proficiency in designing, developing, and deploying mid / large-scale applicationsUnderstanding of clustering, sharding and scaling techniques and principles Experience with containerized applications Docker / KubernetesExperience in the testing frameworks (Pytest, Unittest, etc.)Strong understanding of automated CI / CD principlesExperience with OS Linux / Unix and understanding of network protocols (DNS, SMTP, TCP/IP, HTTP, TLS / SSL)Strong understanding of relational database engines MySQL and PSQLExperience in event driven programming, familiarity with one of the queue brokers (Kafka, RabbitMQ, ZeroMQ, SNS+SQS, etc.)Personal skills:Motivated for personal developmentProactiveGood communication skillsTeam playerWill definitely be a plus: Leadership or mentorship experienceHands-on experience with Golang or any other compiled languageExperience with Web-Hosting control panels (cPanel, Plesk, ISPConfig)Skills in developing SPA applications using Node.js and HTML5Production experience with MongoDB, Elasticsearch, ClickHouse, InfluxDB, RedisHigh loadContributing to public open source projectsUnderstanding of the machine learning principlesWhat’s in it for you?Opportunity to deal with top-notch technologies and approaches in a world-leader product company with millions of customersOpportunity to make a difference for online privacy, freedom of speech, and net neutralityDecent market rate compensation depending on experience and skillsDeveloped corporate culture: no micromanagement, culture based on principles of truth, trust, and transparency“You build it, you own it” mentality in most contextsSupport of personal and professional developmentcoverage of costs of external trainings, conferences, professional literaturesupport of experienced colleaguesin-house events and trainingsregular knowledge sharing in teamsEnglish classes and speaking clubsLife-balance supporttruly flexible schedule, no time-tracking at all25 working days of vacation5 days of paid sick leave per month (if necessary) without providing a medical certificategenerous maternity leave programProfessionally strong environment, friendly and open atmosphere, ability to influence the product development and recognition for itYou will be involved into: Development and support of the Hosting microservicesDevelopment and support internal SDKAutomation of processes Design and Develop of the new features for internal and external clientsStream a Service ownershipCode reviewBe an active part of a team for Hosting product developmentAbout the company and project:ZONE3000 is proud to represent its partnership with Namecheap (www.namecheap.com). Namecheap was founded in 2000 on the idea that all people deserve value-priced domains delivered through stellar service. Today Namecheap is a leading ICANN-accredited domain name registrar and web hosting company with over 13 million customers and 17 million domains under management — and we’re just getting started.Our culture is built on the values that we live every day: the way we work, the way we collaborate with our global network of colleagues and the way we relentlessly innovate solutions that meet the emerging needs of our customers.As a forward-thinking tech enterprise, we specialize in crafting cutting-edge solutions in the realm of hosting and cloud services. Guided by established frameworks and modern architectural approaches, we consistently challenge the limits of technological potential. We’re excited to grow our skilled engineering team further.We are the Hosting Services Team, and at the moment we are in the middle of creating new infrastructure for Shared Hosting as part of a huge company idea to rebuild.We need a teammate to share our passion to build and improve hosting product, make it secure, manageable, and smart and easy for consuming.What We’re Looking For:We are in search of an experienced Python Software Engineer who thrives in a dynamic, fast-paced environment. You’ll be working on cutting-edge hosting microservices, automating workflows, and creating robust internal SDKs. If you live and breathe Python, have a knack for AWS services, and are fascinated by the intricacies of system architecture, you’re the one we’re looking for!",Not provided,https://jobs.dou.ua/companies/zone3000/vacancies/271084/
Senior Python Developer in Virtual Services Team,ZONE3000,віддалено,"Your expertise: At least 4 years of professional experienceFrameworks: Proficiency in Django, Flask, FastAPIPython ORMs: Hands-on with SQLAlchemy, Django ORM, PonyORM, or SQLObjectDeep understanding of Python’s asynchronous programming featuresHands-on experience with AWS services (e.g., S3, Lambda, RDS, Forgate, Cloudwatch, etc.)Proficiency in designing, developing, and deploying mid / large-scale applications.Understanding of clustering, sharding and scaling techniques and principles. Experience with containerized applications Docker / Kubernetes.Experience in the testing frameworks (Pytest, Unittest, etc.)Strong understanding of automated CI / CD principlesExperience with OS Linux / Unix and understanding of network protocols (DNS, SMTP, TCP / IP, HTTP, TLS / SSL)Strong understanding of relational database engines MySQL and PSQLExpiriеnce in event driven programming, familiarity with one of queue brokers (Kafka, RabbitMQ, ZeroMQ, SNS+SQS, etc.)Personal skillsMotivated for personal developmentProactiveGood communication skillsTeam playerWill definitely be a plus: Proficiency in Software Architecture Principles (DDD, Hex or Clean Architecture)Copilot/GPT, other AI helper tools usageFamiliarity with OpenStack community / services / codebaseHands-on experience with Golang or any other compiled languageSkills in developing SPA applications using Node.js and HTML5Production experience with MongoDB, Elasticsearch, ClickHouse, InfluxDB, RedisHigh loadContributing to public open source projectsWhat’s in it for you?Opportunity to deal with top-notch technologies and approaches in a world-leader product company with millions of customersOpportunity to make a difference for online privacy, freedom of speech, and net neutralityDecent market rate compensation depending on experience and skillsDeveloped corporate culture: no micromanagement, culture based on principles of truth, trust, and transparency“You build it, you own it” mentality in most contextsSupport of personal and professional developmentcoverage of costs of external trainings, conferences, professional literaturesupport of experienced colleaguesin-house events and trainingsregular knowledge sharing in teamsEnglish classes and speaking clubsLife-balance supporttruly flexible schedule, no time-tracking at all25 working days of vacation5 days of paid sick leave per month (if necessary) without providing a medical certificategenerous maternity leave programProfessionally strong environment, friendly and open atmosphere, ability to influence the product development and recognition for itYou will be involved into: Development and support of the Hosting microservicesDevelopment and support internal SDKAutomation of processes Design and Develop of the new features for internal and external clientsStream a Service ownershipCode reviewBe an active part of a team for Hosting product developmentAbout the company and project:ZONE3000 is proud to represent its partnership with Namecheap (www.namecheap.com). Namecheap was founded in 2000 on the idea that all people deserve value-priced domains delivered through stellar service. Today Namecheap is a leading ICANN-accredited domain name registrar and web hosting company with over 13 million customers and 17 million domains under management — and we’re just getting started.Our culture is built on the values that we live every day: the way we work, the way we collaborate with our global network of colleagues and the way we relentlessly innovate solutions that meet the emerging needs of our customers.We are the Hosting team, and at the moment we are in the middle of creating new VPS Hosting product as part of a huge company idea to rebuild. Our robust, scalable, and user-friendly VPS Hosting product based on OpenStack is the first step on an ambitious journey to build fully-functional IaaS solution for our customers. As a Python Engineer in our dynamic team, you’ll play a pivotal role in developing and enhancing the core functionalities of our cloud infrastructure.What We’re Looking For:We are in search of an experienced Python Software Engineer who thrives in a dynamic, fast-paced environment. You’ll be working on cutting-edge hosting microservices, automating workflows, and creating robust internal SDKs. If you live and breathe Python, have a knack for AWS services, and are fascinated by the intricacies of system architecture, you’re the one we’re looking for!",Not provided,https://jobs.dou.ua/companies/zone3000/vacancies/271137/
Python Developer у Стартап,ESUPPORT,Unknown,"Компанія ESUPPORT спеціалізується на B2B лідогенерації через LinkedIn, надаючи послуги, що дозволяють вашому бізнесу налагодити та зміцнити ділові зв’язки з потенційними клієнтами та партнерами. Наші послуги допоможуть вашому бізнесу встановити та зміцнити ділові зв’язки, використовуючи потужні інструменти комунікації та маркетингу для досягнення ваших стратегічних бізнес-цілей.🚀 Ми шукаємо Python Developer (Backend, Telegram Bots), який(а) зможе розробляти клієнто-орієнтовані чат-боти Telegram, що допоможуть підвищити продажі! 🚀Що ми пропонуємо:Контракт з можливістю участі в розвитку продукту з самого початку.💡 Можливість створювати інноваційні Telegram боти, що підвищують ефективність продажів.📈 Після отримання фінансування — можливість викупити часткові виплати, які ми будемо здійснювати на початку.Що ми очікуємо:Досвід роботи з Python та розробкою бекенду.Знання бібліотек та фреймворків для створення чат-ботів (наприклад, aiogram, Telethon).Досвід інтеграції API та роботи з базами даних.Вміння створювати ефективні та надійні рішення для автоматизації комунікацій.Відповідальність, проактивність та бажання розвиватися разом із командою.💰 На перших етапах ми не можемо виплачувати повноцінну зарплату, проте зможемо здійснювати часткові виплати, які ви зможете викупити після отримання фінансування.Якщо ти готовий(а) приєднатися до нашої команди та працювати над створенням інноваційних рішень, заповнюй анкету за кнопкою нижче! 👇",$1000–2500,https://jobs.dou.ua/companies/esupport/vacancies/277354/
Senior Full Stack Developer (Python/Django),Snaga Solutions,віддалено,"We are a dynamic and innovative team working on a cutting-edge project on sports analytics and statistics. With a solid foundation in frontend development, we are now seeking a talented Senior Full-Stack Developer to join our team and lead both frontend and backend implementation. Requirements:Proven experience as a Full-Stack Developer with expertise in Django, DjangoORM and Django-ninja (experience with FastAPI or DRF is also acceptable).Strong knowledge of frontend development, including HTML, JavaScript, CSS, and SCSS, with experience using Unpoly.Solid understanding of backend development, particularly in the context of e-commerce applications.Experience with PostgreSQL, Redis, and Solr (or Elasticsearch) for database and search functionalities.Excellent collaboration and communication skills within a team environment.A problem-solving mindset with a keen attention to detail.Will be a Plus:Understanding of sports statistics and analytics, with the ability to translate data into actionable insightsStrong background in API development for integrating external sports data providersExperience with responsive design and creating user interfaces tailored for data-heavy applications.Responsibilities:As a Senior Full-Stack Developer, you will play a pivotal role in enhancing and completing our service’s frontend and backend. Your key responsibilities will include:Collaborating with the team to assess and implement missing features in both the frontend and backend.Leading the development and optimization of the websiteDeveloping and integrating features on advanced sports analyticsImplementing and refining data visualization tools, ensuring seamless integration of real-time sports dataWorking with Unpoly for seamless frontend interactions, utilizing HTML, JavaScript, CSS, and SCSS for a dynamic user experience.Maintaining the code of the perfect quality, covering it with unit tests",Not provided,https://jobs.dou.ua/companies/snaga-solutions/vacancies/277333/
Python Data Engineer (transitioning to DataOps Engineer),Reply.io,віддалено,"We are a product company working in the global market. Right now we are a team of 80+ amazing Ukrainians working 100% remotely from day 1. We have 4000+ customers all over the world using our platform every day. And now we are looking for a great Customer Support Agent to join our great team :)As a Python Data Engineer transitioning to DataOps, you’ll start by focusing on Python scripting and developing your data engineering skills. Your responsibilities will include automating tasks, developing and maintaining pipeline jobs in DataBricks, and troubleshooting infrastructure and data processing issues. You’ll also manage and optimize AI and data infrastructure, support analytics workflows, and ensure seamless data operations. As you collaborate with other team members, you’ll monitor system performance, ensure data integrity and security, and participate in the deployment of new features and updates. This role is designed for someone eager to grow into a DataOps Engineer, with a passion for continuous learning and improvement in data engineering and automation processes. Requirements• 1+ years of experience in data engineering, data analysis, or a related field• Proficiency in Python Core at intermediate level• Technical Skills (nice to have):— Experience with GitHub and Git for version control— Familiarity with data engineering tools and libraries, such as Pandas and PySpark— Basic understanding of databases, including querying and data management— Some exposure to Apache Airflow for workflow management— Willingness to learn and use DataBricks for managing data pipelines and jobs— Basic knowledge of Elasticsearch and Kibana for data visualization and search• Developing strong troubleshooting skills to diagnose and resolve infrastructure and data-related issues• Understanding of maintaining existing infrastructure and internal analytics systems• Ability to work effectively both independently and within a collaborative team environment• Strong communication skills, both written and verbal, to convey technical information clearly• Proactive, detail-oriented, and eager to learn and grow within the role• Passion for continuous learning and keeping up-to-date with the latest developments in data engineering and DataOps.Responsibilities• Writing scripts in Python to automate various tasks and processes• Developing and maintaining pipeline jobs in DataBricks• Troubleshooting and fixing issues related to infrastructure and data processing• Maintaining DATA and sales AI infrastructure and processes• Maintaining existing infrastructure to ensure smooth operations• Managing internal analytics workflows under the supervision of Apache Airflow• Supporting and maintaining jobs in DataBricks to ensure efficient data processing• Collaborating with other team members to optimize data workflows• Monitoring system performance and implementing necessary improvements• Ensuring data integrity and security across all systems and platforms• Documenting processes and maintaining comprehensive records of changes and updates• Participating in code reviews and providing constructive feedback• Assisting with the deployment of new features and updates• Continuously improving automation scripts and processes for better efficiency and reliability• Staying updated with the latest developments in DataOps and data engineering fieldsWe offer• Working with the leading product on the US and Global market• Real opportunity for professional growth and self-improvement• Work from home or co-working space (we cover the co-working costs)• We provide the latest equipment for your comfortable work• Access to internal business literature, training, seminars• Unlimited number of sick leaves• Awesome colleagues and a pleasant working atmosphere—Since the beginning of the russian invasion, all our profits have been directed towards the Armed Forces of Ukraine. So far, we have donated more than 7 million UAH and are committed to growing our company to help more. As well, we are part of the KOLOcи program from KOLO (koloua.com/kolossus), where we donate $10K monthly just to them.Join us to help the Armed Forces of Ukraine to kick russia’s ass!",Not provided,https://jobs.dou.ua/companies/replyapp/vacancies/277264/
Python Developer/Part-time Mentor,Mate academy,віддалено,"Ми — Mate academy, EdTech стартап з технологічною, гейміфікованою, AI friendly LMS платформою, де люди вивчають спеціальності в галузі IT. Зареєструйся, спробуй!🌎 Наша місія — допомогти мільйону людей по всьому світу побудувати свою кар’єру в галузі IT.🤘 Вже більше 4000 випускників знайшли свої перші робочі місця в IT всього за 4 місяці навчання.Починаючи з 2022 року ми розпочали свою діяльність в Польщі і продовжуємо нашу міжнародну експансію.Ми шукаємо крутого Python Mentor-a для роботи у part-time форматі погодинно. Основна задача ролі — допомагати студентам ефективно засвоювати матеріал у процесі навчання, щоб кожен зміг працевлаштуватись після проходження нашого Python курсу.Що ми очікуємо від тебе:1 рік комерційного досвіду як Python Developer;Вміння комунікувати з людьми та допомагати їм вирішувати проблеми;Вміння якісно планувати свій час та самостійно систематизувати власний графік.Твої задачі будуть наступними:Перевірка домашніх завдань студентів Python курсу;Відповіді на питання студентів в чаті та на zoom дзвінках;Проведення пробних технічних інтерв’ю для студентів;Пропонування власних ідей для вдосконалення нашого навчального процесу.Що ти отримаєш, працюючи в Mate:Місію допомогти мільйонам людей розпочати кар’єру в технологічній сфері;Мінімум бюрократії;Неймовірну команду, яка пишається своєю справою, і це робить роботу захоплюючою пригодою;Практику твоїх soft-skills — менторство чудовий спосіб швидше дорости до Senior позицій;Погодинну оплату і гнучкий графік — твій тиждень менторства буде включати 10+ годин роботи, які ти сам (-а) можеш розподілити протягом тижня.Етапи відбору:Надішли своє CV;Виконай тестове завдання;Пройди співбесіду, яка буде містити в собі HR та технічну частину.Ця пропозиція відповідає твоїм кар’єрним цілям? Тоді давай знайомитись!",Not provided,https://jobs.dou.ua/companies/mate-academy/vacancies/229356/
Python Developer,Mellifera Operations Limited,"Мальта, віддалено","At Mellifera we develop innovative IT solutions for Payment Service Providers (PSPs), Electronic Money Institutions (EMIs), and neobanking platforms in the European Union and the United Kingdom. Our team combines deep industry knowledge with cutting-edge technologies to ensure seamless operation of payment systems and compliance with regulatory standards. Our flagship products include multifunctional payment gateways and AI-driven compliance platforms, supporting global expansion and digital transformation in financial services.
Your impact:You will be involved in creating a secure and efficient digital system that facilitates online transactions by connecting e-commerce websites or mobile applications with financial institutions, allowing for the seamless transfer of funds between customers and merchants. You will be integrating various payment methods, such as credit cards, digital wallets, and alternative payment options, to offer customers a convenient and flexible payment experience, ultimately enabling businesses to securely accept payments online and manage their financial transactions effectively.RequirementsMinimum 5 years of professional experience in Python development.Proven experience in developing and maintaining backend services.Technical Skills:Proficient in Python, with a good understanding of its ecosystems.Strong understanding of web frameworks such as Django or Flask.Experience with RESTful API design and implementation.Familiarity with event-driven programming in Python.Knowledge of user authentication and authorization between multiple systems, servers, and environments.Understanding of fundamental design principles behind a scalable application.Familiarity with cloud platforms such as AWS, Azure, or Google Cloud.Experience with containerization technologies like Docker.Proficient understanding of code versioning tools such as Git.Solid understanding of SQL and experience with relational databases.Experience with NoSQL databases is a plus.Understanding of security compliance (e.g., PCI-DSS, GDPR).Knowledge of security best practices in software development.Strong problem-solving skills and the ability to think critically.Excellent communication and teamwork skills.Ability to work independently and manage time effectively.Detail-oriented and committed to writing high-quality, scalable code.Experience with Agile/Scrum methodologies.Familiarity with continuous integration/continuous deployment (CI/CD) pipelines.Knowledge of data warehousing and data lake architectures is a plus.
Preferred Qualifications:Experience in the financial technology (fintech) sector.Familiarity with fraud detection systems and risk management solutions.Prior experience in building and maintaining large-scale, distributed systems.
Responsibilities:
Develop and maintain backend services for the RiskShield Suite.Collaborate with the SQL Developer and Data Analyst to integrate various modules.Implement and maintain APIs for seamless integration between frontend and backend systems.Ensure the performance, quality, and responsiveness of applications.Write reusable, testable, and efficient code.Design and implement low-latency, high-availability, and performant applications.Implement security and data protection solutions.Debug and troubleshoot issues, and provide timely fixes.Participate in code reviews and contribute to a high-quality codebase.Work within an agile development environment, participating in sprint planning and",$2500–4500,https://jobs.dou.ua/companies/mellifera-operations-limited/vacancies/277183/
Back-end developer,Uvik Software,"Чернівці, Івано-Франківськ, за кордоном, віддалено","About Us: Uvik Software is a team of professionals dedicated to developing innovative solutions for clients worldwide. We are looking for an experienced Python Developer to join our team and help create high-quality products.You will be working on an exciting American project for a client who is a partner of Uber Eats, a well-known business based in California. The project is within the e-commerce domain, focusing on enhancing and scaling the client’s platform to better serve their growing user base. Required Professional Experience:Proficiency in Python, еxperience with Django/FastAPI and strong knowledge of object-oriented programming (OOP).Databases:NoSQL: Experience with MongoDB, Redis, and TypeSense.SQL: Proficiency in PostgreSQL.Web:APIs: Practical experience with RestAPI.GraphQL: Understanding and experience using GraphQL with Strawberry client to build efficient APIs.AWS: Hands-on experience with S3 and DocumentDB; familiarity with CloudWatch, ECS, Lambda, SQS, and API Gateway. Practical experience with the first two is important, while knowledge of the others is a plus.English: B2 level or higher for effective communication with clients and the team. Bonus Skills and Experience:Knowledge of React.Understanding of HTTP, HTTPS protocols.Experience working with high-load databases.Basic understanding of Terraform. We Offer:12 sick leaves and 18 paid vacation business days per year.Modern workstations, including MacBook Pro and Dell monitor. Interesting projects from renowned clients. A flexible work schedule that allows for a good work-life balance.📩 Interested? Bring your expertise to a company that’s shaping the future with some of the world’s leading companies.",Not provided,https://jobs.dou.ua/companies/uvik-software/vacancies/277099/
Senior/Tech Lead Python + React.js Developer,Artelogic,"Львів, Краків (Польща), віддалено","We are seeking a Senior/Tech Lead Python + React.js Developer to join our dynamic team and help us build cutting-edge solutions that redefine the industry standard. As a Senior/Tech Lead Python + React.js Developer, you will play a pivotal role in architecting, developing, and maintaining high-quality web applications. Your expertise in Python and React.js will be crucial in driving our project forward and setting the technical direction for the team.ResponsibilitiesLead the development of web applications using Python and React.js, ensuring high performance, quality, and responsivenessArchitect and design scalable solutions that meet business and technical requirementsCollaborate with cross-functional teams, including product managers, designers, and other stakeholders, to deliver high-quality productsWrite clean, maintainable, and efficient code, following best practices and industry standardsConduct code reviews and provide constructive feedback to team membersStay up-to-date with emerging technologies and industry trends, incorporating them into our development processes as appropriateTroubleshoot and debug complex issues, ensuring timely resolution and minimal impact on project timelinesContribute to the continuous improvement of our development processes and workflowsRequirementsProgramming Skills: Proficiency in Python, JavaScript/TypeScript, React, HTML, and CSS. Beyond plain language skills we expect understanding of the tech ecosystems, best practices and the usual tools. Additional knowledge of C/C++ and Java is advantageousInfrastructure: Working knowledge of Linux & Windows, Docker, and KubernetesDatabases/Persistence: Experience with SQL databases (Postgres, Oracle, SQL Server), Apache Solr, and optionally dense vector storesTest Automation: Proficiency with testing practices and tools such as pytest and PlaywrightSoftware Quality: Experience in performance assessments & measurements, build automation, packaging, security, and other software quality aspectsEducation and Experience: A degree in Computer Science, Software Engineering, or an equivalent fieldTechnical Writing: Ability to write technical documentation specifically for developers is highly desirableWhat We Offer18 days of paid vacation and 7 paid sick leavesFlexible working hoursPossibility to work remotelyRegular team buildings and company-wide tripsCorporate lessons of EnglishSupport in preparation, as well as full reimbursement of professional certificationsPossibility to become a mentor in our corporate universityHighly transparent processes towards compensation reviews and promotionsExposure to a rapidly growing, dynamic, and uniquely global industryBecoming part of the team that has been multiple times recognized among Top Software Development Companies according to Clutch",Not provided,https://jobs.dou.ua/companies/artelogic/vacancies/276977/
AI Specialist — Web Developer (Python) for an Online News Media,FlexMade,"за кордоном, віддалено","We seek an AI Specialist with a strong background in Python web frameworks (Django/Flask/Pyramid). The ideal candidate has applied generative AI experience, focusing on creating user-facing LLM implementations. Join us to innovate and drive projects for a leading US news publisher recognized in the Alexa Top 500 Global Sites. Requirements:A solid Python web (Django/Flask/Pyramid) + React frontend past backgroundExperience in applied generative AI, focusing on user-facing LLM implementations. Practical experience with Langchain and RAG-type implementations is preferred over purely academic backgroundsIt would be nice if you had:Proficient in Python and the OpenAI API, capable of selecting, implementing, and training suitable AI tools and Machine Learning Models for specific tasks using these and other open-source technologiesFamiliarity with machine learning frameworks and libraries such as TensorFlow and PyTorchExperience in natural language processing (NLP) and AI-generated content developmentKnowledge of cloud computing platforms and experience with deploying AI modelsExcellent problem-solving and analytical skills with the ability to optimize AI models and algorithmsExperience with version control systems such as Git for code managementRelevant training and certifications in computer science, AI, or a related fieldProven work experience in an AI-related role such as AI Developer or Machine Learning Engineer1 — 3 years experience of AI work experience Responsibilities:Collaborate with a team of Engineers and/or scientists to identify potential applications for generative AI and advocate for strategic implementationDesign, develop, and refine AI-generated text prompts, machine learning models, and automation tools for various applicationsResearch and identify opportunities for AI and automation within client campaignsIdentify & develop AI models, machine learning algorithms, and automation toolsMonitor and optimize AI and automation performance, making adjustments as neededStay up-to-date on the latest advancements in AI, natural language processing, and machine learningProvide support to content and product teams in understanding prompt engineering best practicesDraft and distribute reports on prompt performance and development progressProduce high-quality, professional, and innovative solutions to complex and technologically advanced AI problemsWorks on the forefront of new AI technologiesDevelops and executes cutting-edge research programs to create and then experimentally prove innovative and effective solutions to complex AI technical problems Benefits:Regular challenges, education, and knowledge exchange to make you even better than you areOpen and constructive working culture in a dynamic and fast-growing environmentLife does not always have a schedule. Don’t worry, we’re very flexible when it comes to working hours! About the client:A multifaceted digital media company dedicated to helping citizens, consumers, business leaders, and policy officials make important decisions in their lives. The company publishes independent reporting, rankings, data journalism, and advice that has earned the trust of readers and users for nearly 90 years. They are an American media company that publishes news, consumer advice, rankings, and analysis. It was launched in 1948 as the merger of a domestic-focused weekly newspaper and an international-focused weekly magazine. 1995 the company launched its website, and in 2010 the magazine ceased printing. They reach more than 40 million people monthly during moments when they are most in need of expert advice and are motivated to act on that advice directly on their platforms. Industry: Online Media Location: United States About the project:An American media company that publishes news, opinion, consumer advice, rankings, and analysis. Founded as a news magazine in 1933, it transitioned to primarily web-based publishing in 2010, although it still publishes its rankings. It covers politics, education, health, money, careers, travel, technology, and cars.Про компанію FlexMadeFlexMade is a software development company headquartered in Seattle, USA. We have delivery centers and branch offices in the United States, Germany, Poland, and Ukraine.We aim to create reliable and scalable software for corporate and individual clients from North America, Europe, and Asia. We achieve this by using modern programming technologies, platforms, and coding standards, and, of course, by hiring highly experienced and qualified personnel.With over 15 years of experience in the IT market, we have polished the high efficiency of our software development processes. We’re fast and responsive, honest and professional. Our sensibly priced solutions are an excellent value for the top-notch level of knowledge and service we provide. Besides, we’re a team of really easy-going people.",Not provided,https://jobs.dou.ua/companies/flexmade/vacancies/268882/
Machine Learning Engineer,Bitmedia Labs,"за кордоном, віддалено","We are looking for a talented AI specialist with deep knowledge in machine learning, natural language processing, and computer vision. The ideal candidate will have experience in developing and implementing innovative AI solutions and possess a high level of programming proficiency in Python, Java, or C++. We value creativity, analytical abilities, and the capacity for teamwork.Responsibilities:• Conduct cutting-edge research in machine learning, deep learning, natural language processing, and computer vision;• Design, develop, and implement efficient and scalable software solutions using modern AI frameworks and tools;• Collaborate with a multidisciplinary team of engineers, data scientists, and domain experts;• Stay abreast of the latest advancements in AI research and technology.Requirements: • A strong academic background in Computer Science, Artificial Intelligence, or a related field;• Proven experience in developing and deploying AI solutions;• Expertise in machine learning, deep learning, and/or natural language processing;• Proficiency in programming languages such as Python, Java, or C++;• Familiarity with AI frameworks such as TensorFlow, PyTorch, or scikit-learn;• Excellent problem-solving and analytical skills;• Strong communication and teamwork abilities.Will be a plus:• Experience with UAV piloting and autonomous navigation;• Experience with chatbot development and deployment;• Experience with big data analysis and processing;• Contributions to open-source AI projects.We offer: • Flexible work environment;• The 8-hours working day with a flexible schedule;• Competitive salary based on your experience;• Regular performance review and annual salary review;• Paid sick leaves, vacation and holidays;• Professional development tools (reimbursement of educational courses or workshops, conferences around the world);• Ambitious team with a transparent communication and friendly atmosphere, no micromanagement;• Apple equipment;• Memorable gifts for holidays.",Not provided,https://jobs.dou.ua/companies/bitmedia-labs/vacancies/276870/
