title,company,city,description,salary,url
Middle/Senior Python Developer,CHI Software,віддалено,"The CHI Software team is not standing still. We love our job and give it one hundred percent of us! Every new project is a challenge that we face successfully. The only thing that can stop us is... Wait, it’s nothing! Now the CHI team is looking for a Middle/Senior Python Developer with Clouds AWS/Azure/GCP!Requirements:At least 2+ years experience with Python language;Experience with general Python web-frameworks: Django/Flask, Aiohttp and other;AWS/Azure/GCP experience;Experience with SQL and RDBMS (PostgreSQL, MySQL), NoSQL databases and Python ORMs;Knowledge of HTTP protocol;Knowledge of version control systems: GIT or SVN;Understanding REST;Experience of writing unit and integration tests;Knowledge of CI/CD;Ability to explore and drive new ideas and technologies, think and learn independently;Spoken English (Intermediate and higher);Experience with Front-End frameworks: React/Vue/Angular will be a plus. Our perks Covered vacation period: 20 business days and 5 days offFree English classesFlexible working scheduleTruly friendly and supporting atmosphereWorking remotely or in one of our officesMedical insurance for employees from UkraineCompensation of psychological counselingLegal supportRelocation assistance",Not provided,https://jobs.dou.ua/companies/chi-software/vacancies/200400/
Core Support Engineer,Temerix,"Вінниця, віддалено","Our partner is an Israel company Fornova that provides advanced analytics for their customers’ products. The team of the project at the moment is 50+ people.Fornova is looking for a Core Support Engineer to provide excellent services and support to our growing customer base. The role includes addressing complex customer issues, developing and implementing new projects, and increasing customer satisfaction, loyalty, and retention.Job description: The ideal candidate will provide a combination of both a high level of business and technical support to help resolve complex customer problems, be able to work independently, and have a passion for delivering an excellent customer experience.Serve as a Core support engineer who will master the company’s unique technologyProvide great customer experience, and handle issues with expertise and kindness.Must-have skills:Excellent communication in both spoken and written EnglishPython knowledge: (Libraries: scrappy, splash, puppeteer, requests, json, etree, os, re, pandas)Understanding of OOP principlesStrong knowledge of HTTP Methods and Networking, Debugging tools in Browsers, Experience with PostmanProficient understanding of code versioning tools (Git, Bitbucket ect.)Good familiarity with the Linux OS and command line (pip, basic commands)Knowledge of HTML/CSSApplicant should be able to create a simple HTML pageBA in Computer Science /Information Systems or Industrial Engineering and Management Graduate — AdvantageWorking experience in JavaScript — AdvantageNoSQL / SQL knowledge — Advantage.Reverse engineering of API/web-applications — AdvantageXpath or Regular Expressions — AdvantageAbility to work well independently and productively in highly pressured environmentCreative thinking and team collaboratorSelf-learnerIt would be very useful if you have experience working with the following:Scanners & Crawlers, Splash, Lua script, Fiddler, Postman, MongoDB, Cassandra, ElasticSearch, TypeScript, basic Docker knowledge, Linux, JIRA, Robot framework, Kibana, TableauResponsibilities:Performing website analysis for creating highly efficient and maintainable automated data collectors in PythonAdding enhancements to existing collectorsUnderstanding internal data pipelines, troubleshooting, spotting and overcoming issues on the different stages of data flows.Mastering different lines of business and their requirements and delivering solutions according to internal guidelines and quality requirements.Collaborating with external partners and integrating their solutions to our infrastructureTaking a logical, data-backed approach to prioritizing projects, while cooperating with colleagues from different departments at the same time.Taking ownership of new and challenging projects and enjoying being the “go-to” person.Enhancing our knowledge base with new high-end solutions.",Not provided,https://jobs.dou.ua/companies/temerix/vacancies/279614/
Senior Backend Python Developer,Beetroot,"Київ, Львів, Одеса, Івано-Франківськ, Кременчук, Полтава, віддалено","Would you like to be part of a team helping Oil and Gas Companies improve their data planning?
Our client is the world first data-driven well planning tool. By using machine learning, the platform combines data from thousands of offset wells, giving the most accurate data. With the ability to integrate with any software in the market, it makes the product the go-to platform for all stages of well planning from data import to a powerful interactive planning tool. 
As a Senior Backend Python Developer, you will join the dedicated tech team to help their customers integrate with the data-driven platform. You will be instrumental in designing, developing, and maintaining our core platform and services using Python. You will work closely with our engineering team to deliver high-quality, scalable, and secure solutions with a team of data scientists and cloud experts.
It is an exciting opportunity for a tech-driven person with a broad skill set to join a dynamic environment and be part of a global team, taking care of a data-driven platform.
What you’ll do in this role  
Design, develop, and maintain backend APIs and microservices using Python, integrating with expert APIs and customer-facing frontend systems.Build and maintain secure authentication and authorization systems, including Single Sign-On (SSO) integrations, leveraging Zitadel for authentication.Work with MongoDB as the primary database, ensuring data integrity and efficiency, and utilize advanced functionalities in Elastic Search.Deploy and manage applications on cloud platforms, primarily using AWS for data handling and GCP for AI, working closely with the cloud engineer.Implement robust security measures and conduct thorough security testing.Write clean, maintainable, and well-documented code.Collaborate with developers, product managers, and stakeholders, including customers, to integrate Single Sign-On solutions.Proactively identify and resolve technical challenges.Stay informed on the latest technologies and trends in backend development.We’re looking for
Proven experience as a Backend Developer with strong Python programming skills. Solid understanding of RESTful API design principles and best practices. Experience working with NoSQL databases, particularly MongoDB. Familiarity with authentication protocols (e.g., OAuth2, OpenID Connect) and SSO solutions. Experience with cloud platforms and deployment processes (e.g., Docker, Kubernetes). Knowledge of security best practices and experience with security testing methodologies. Excellent communication and collaboration skills.Experience with Cypress, MochaExperience with Socket.io Upper-Intermediate English level.
How to knock our socks offStrong problem-solving skills and the ability to work independently and as part of a team. You love Borsch!
✔ Not checking every box?This job looks very exciting, but you hesitate to apply because of the confidence gap? Reach out to us anyway! Beetroot is an inclusive workplace that considers all applicants. Equality is one of our core values. We’re committed to providing equal opportunity and a sense of belonging for all Beetroot consultants and candidates. So let’s discover together whether we could be an excellent fit for each other.",Not provided,https://jobs.dou.ua/companies/beetroot/vacancies/279602/
Senior Python Developer,Numerical Technologies,"за кордоном, віддалено","Numerical Technologies is a leading provider of custom software solutions and services specializing in risk, limits, and regulatory capital. Right now, we are looking for a Python Developer to join our team.What will you be doing? You will be joining an international team of experienced developers dedicated to providing best-in-class development and cloud management services to our clients, stakeholders, and partners.You will help us develop new software features, support and maintain the existing ones. You will be writing scalable and fault-tolerant code, debugging programs, and integrating applications with third-party web services. You will provide hands-on expertise to increase the availability, reliability, and efficiency of our products. You will work closely with the client and product manager to understand the system’s functional and non-functional requirements, and contribute to code quality through unit testing, integration testing, code review, and system design using Python to build robust software that aligns with the client’s business needs.What are we looking for? ◼️ A strong programming background with Python and OOP skills◼️ Hands-on experience in developing UI components using FastAPI◼️ Experience of the Agile project management methodology◼️ Good knowledge of Git, Jira, and Confluence◼️ Demonstrated problem solving skills to provide production support of software◼️ Strong communication skills (in English) and experience in dealing with both technical and non-technical stakeholdersWhat additional skills will help you stand out? ◼️ Hands-on experience in developing backend, microservices, RESTful api using Python◼️ Experience working at a financial institution◼️ Experience working with cloud platforms (AWS, Azure)We offer: ◼️ Competitive compensation depending on experience and skills◼️ Regular assessments and salary reviews◼️ Paid personal days◼️ Health insurance◼️ Partial gym compensation◼️ English/Polish/Spanish language classes◼️ Flexible working schedule◼️ Friendly team and enjoyable working environment",Not provided,https://jobs.dou.ua/companies/numerical-technologies-ltd/vacancies/231293/
Middle Python Back-end Developer,Inquatro,віддалено,"We are seeking a highly skilled Middle Python Back-end Developer with excellent communication skills to join our dynamic team. As a Python Back-end developer, you will play a critical role in the development and maintenance of our web applications and microservices.Responsibilities✔️ Design, develop, and maintain Python-based applications;✔️ Collaborate with cross-functional teams to deliver high-quality software solutions;✔️ Identifying and resolving cloud environment issues;✔️ Monitoring system performance and enhancing software for scalability and efficiency;✔️ Perform code reviews and provide constructive feedback;✔️ Test and debug programs and improve the functionality of existing systems;✔️ Provide estimates and communicate project plan to stakeholders Requirements✔️ 2,5-3 years of commercial experience with Python;✔️ Understanding of OOP (Object-Oriented Programming) concepts;✔️ Experience with FastAPI, Flask, Django, Celery, Scrapy, Nginx;✔️ Hands-on experience with GCP/Azure, AWS services;✔️ Experience with databases PostgreSQL, MySQL, DynamoDB, MariaDB;✔️ Knowledge of containerization (Docker, Docker Compose) and CI/CD pipelines;✔️ Experience with writing unit tests using frameworks like pytest or unittest;✔️ High attention towards performance optimizations, system scalability, availability, and application stability Languages✔️ Spoken English — at least Upper-Intermediate (B2)",$1600–2000,https://jobs.dou.ua/companies/inquatro/vacancies/279551/
Middle Full-Stack Developer,"""ІНФОТЕХ""",Київ,"Ми в пошуках крутого Full-Stack Developer, який разом з нами буде долучатись до діджиталізації органів державної влади.ІНФОТЕХ — державна ІТ-компанія, що входить до сфери управління МВС України. Протягом більше ніж 6 років ми розробляємо та реалізуємо програмні продукти під торговою маркою МІА. Окрім цього, ІНФОТЕХ є офіційним постачальником ІТ-рішень для державних установ. Наші проєкти охоплюють широкий спектр сфер, включаючи криптографічний захист, цифрову трансформацію, а також ІТ-рішення для медицини, освіти, фінансів, державного управління та телекомунікацій.Проєкт:МІА: Здоров’я — система, яка допомагає пацієнтам отримувати, а лікарям надавати якісні медичні послугиМедична інформаційна система для забезпечення автоматизації, ведення обліку медичних послуг та управління медичною інформацією в електронному вигляді у закладах охорони здоров’я УкраїниТвоїми завданнями будуть: Розробка Front-end додатків: створення та підтримка сучасних веб-додатків за допомогою React та TypeScript, забезпечуючи високу продуктивність та зручність у користуванніРозробка Back-end сервісів: проєктування, розробка та підтримка backend сервісів на основі Python та Django, включаючи створення REST API з використанням Django REST FrameworkІнтеграція систем: забезпечення безперебійної інтеграції Front-end та Back-end частин системи через тісну співпрацю з іншими командамиЩо для цього потрібно:Досвід роботи з Front-end технологіями: впевнений досвід розробки з React та TypeScript, мінімум 2 рокиДосвід роботи з Back-end технологіями: впевнений досвід розробки на Python та Django, мінімум 2 рокиAPI розробка: глибокі знання та досвід роботи з Django REST Framework для створення та підтримки RESTful сервісівУправління версіями: досвід роботи з Git, включаючи створення гілок, злиття та управління релізамиКонтейнеризація: досвід роботи з Docker для створення та управління контейнерамиБуде перевагою:Сучасні технології: досвід роботи з іншими сучасними фреймворками та технологіями буде перевагоюОптимізація продуктивності: навички аналізу продуктивності додатків та їх оптимізаціїМи пропонуємо:Офіційне працевлаштування та гарантії згідно з трудовим законодавством УкраїниСвоєчасна оплата праці24 календарних днів оплачуваної відпустки та лікарнянихГрафік роботи з 9:00 — 18:00 (офіс/гібрид)Зручне розташування офісу поруч зі станцією метро (Лук’янівська)Стабільна робота зі світлом та інтернетом під час блек-аутівУнікальний досвід в диджиталізації державних органів владиВідмінна команда та доброзичлива атмосфера",Not provided,https://jobs.dou.ua/companies/derzhavne-pidpriyemstvo-infoteh/vacancies/279536/
Senior Back-End Engineer (Python),Preply,Київ,"At Preply, we are unlocking human potential through learning.We believe learning with a great tutor is life-changing. That’s why we match online tutors from across the globe with learners and empower them to create live language classes with AI-powered tools and learning materials. This is how we deliver progress, create engagement and keep our global community of learners motivated. So far, over 32,000 tutors have given more than 15 million lessons to learners from over 175 countries.The Preply Engineering Team provides the tools to help unlock human potential through learning.We work primarily with Python/Django to build scalable and robust applications. We implement A/B tests to prove the value of our initiatives and improve our product based on data and students and tutors feedback. As part of our commitment to ensuring high-quality products, we prioritize monitoring and metrics analysis to identify areas for optimization and ensure our services are performing at their best. Our team is made up of talented engineers who are passionate about solving complex problems and developing innovative solutions to drive our company’s success.At Preply, we release our product 50-60 times per day by leveraging top-notch CI/CD processes. As a fast-growing company we have diverse technical challenges (sometimes we even write about them on our Engineering Blog) that will allow you to develop your skills at scale. Meet the team!You will be working in a cross-functional Growth team alongside 5 other engineers, Product Manager, Tech Lead, Data Analytics, Engineering Manager to deliver the best first experience to our users (upper funnel) What you’ll be doing:Exploring new strategic bets for the company Developing features and A\B tests around the first users’ experience, from Matching with the Tutor to the First student’s lessons on a platform (growth upper funnel)Supporting a product team in ideation, hypothesis validation, and experimentation Improving the observability and quality of the systemMaking our best practices even better (test culture, code reviews, monitoring and scalability of our tools)Collaborating with Product Manager, Researchers and Data leaders to ensure the best user experience What you need to succeed:A great collaborator with excellent verbal and written communication skills. Minimum B2 English level.Senior-level experience building modern applications in Python\ DjangoReact or other frontend-focused language experience to occasionally contribute to our FE systems.Be data-oriented. Work closely with production data and our Data Analyst to find insights. SQL, Amplitude, Looker skills are beneficial.Be pragmatic. Balance short-term speed of development with the long-term technical quality of our systems.Be a leader. You will need to solve problems with a high degree of uncertainty and many stakeholders Expertise in troubleshooting issues, identifying the root cause, mitigating it, and adding setting up safeguards to prevent future issues.Bring your voice and ideas to the team, thinking beyond the code and about our customers.Willingness to be on-call for your squad (1 week every 5 weeks).Why you’ll love it at Preply: Open, collaborative, dynamic and diverse culture.Generous monthly allowance for lessons on Preply.com .Learning & Development budget, including time off for your self-development.Competitive financial package with equity, leave allowance and health insurance.Access to free mental health support platforms.Opportunity to shape the lives of learners and tutors from over 175 countries through language learning and teaching.But there’s more. At Preply, we focus on doing better every day — pushing the limits of what we know is possible. And we know our purpose is strong. We’re re-engineering education, providing outstanding experiences for our global community of language learners and building authentic connections across the world. You’ll get to be a part of our online learning innovation!Propelled by a tenfold increase in revenues over the last three years, thanks to our best-in-class consumer and B2B products, Preply is now leading the online language tutoring segment globally and has 500+ employees of over 50 nationalities based across Barcelona, Kyiv and the US. We do extraordinary things at Preply — and we want you to join us. If you’re committed to curiosity, love experimentation and relish the challenge of exploring new ideas, then it’s time we say: Welcome to The World Class. Our PrinciplesCare to change the world — We are passionate about our work and care deeply about its impact to be life changing.We do it for learners — For both Preply and tutors, learners are why we do what we do. Every day we focus on empowering tutors to deliver an exceptional learning experience.Keep perfecting — To create an outstanding customer experience, we focus on simplicity, smoothness, and enjoyment, continually perfecting it as every detail matters.Now is the time — In a fast-paced world, it matters how quickly we act. Now is the time to make great things happen.Disciplined execution — What makes us disciplined is the excellence in our execution. We set clear goals, focus on what matters, and utilize our resources efficiently.Dive deep — We leverage business acumen and curiosity to investigate disparities between numbers and stories, unlocking meaningful insights to guide our decisions.Growth mindset — We proactively seek growth opportunities and believe today’s best performance becomes tomorrow’s starting point. We humbly embrace feedback and learn from setbacks.Raise the bar — We raise our performance standards continuously, alongside each new hire and promotion. We build diverse and high-performing teams that can make a real difference.Challenge, disagree and commit — We value open and candid communication, even when we don’t fully agree. We speak our minds, challenge when necessary, and fully commit to decisions once made.One Preply — We prioritize collaboration, inclusion, and the success of our team over personal ambitions. Together, we support and celebrate each other’s progress.Diversity, Equity, and InclusionPreply is committed to creating a diverse and inclusive environment where people from all backgrounds can thrive. Different opinions and viewpoints are key ingredients in our success as a multicultural Ed-Tech company. Preply will consider all applications for employment without regard to race, color, religion, gender identity or expression, sexual orientation, national origin, disability, age or veteran status. Together, we are The World Class.",Not provided,https://jobs.dou.ua/companies/preply/vacancies/272702/
"Senior Full-Stack Developer (Python, Node.js, TypeScript, React)",Gearheart.io,віддалено,"Gearheart — це технологічна компанія, що спеціалізується на розробці веб-застосунків як для стартапів, так і для вже давно існуючих бізнесів. Наразі у нас працює 45 співробітників, і ми продовжуємо активно рости.Ми прагнемо постійно підвищувати свою експертизу та розвиватися в роботі над складними проєктами, які ми створюємо з нуля для клієнтів по всьому світу. На цьому етапі ми хочемо посилити нашу команду Senior Full-Stack розробником⚙️Frontend: React, TypeScript, JavaScript, Vue.js, Next.js;⚙️Backend: FastAPI, Django, Python, Node.js, GraphQL;⚙️Databases & search engines: PostgreSQL, MongoDB, Elasticsearch;⚙️DevOps: Amazon Web Services, DigitalOcean, Kubernetes, Docker, GitHub CI, GitLab CI.Ми не обмежуємось у виборі цих технологій та завжди за те, щоб розширити свій технічний бекграунд.Щоб більше дізнатися про те, як ми використовуємо наш стек в роботі, читай наш блог.Дії та очікувані результати роботи:Розробляти архітектуру проєктів, демонструвати навички організації коду, тестування, рефакторингу.Працювати з backend та frontend різних проєктів, іноді на різних мовах.Свідомо обирати базу даних, визначати ефективну структуру даних, профілювати та оптимізовувати запити.Декомпозиція проекта на задачі.Спілкуватися з клієнтами (у співпраці з Business Analyst): формулювати вимоги та фічі проєктів, зокрема враховуючи потреби та очікування клієнтів, щоб забезпечити успішну реалізацію.Бути відповідальним в роботі на всіх рівнях: задавати питання, знаходити відповіді, дотримуватися встановлених термінів та своєчасно повідомляти, якщо виникають issues.Взяти повне менторство над молодшими членами команди: ділитись знаннями, надавати своєчасний фідбек, проводити регулярний performance review та підтримувати у досягненні поставлених цілей.Вимоги:Англійська — С1 Advanced/ B2 Upper intermediate.Досвід розробки не менше 5 років.Впевнене володіння Node.js, TypeScript або Django.Досвід з React або Vue для розробки фронтенду.Знання реляційних баз даних, зокрема Postgres.Ми пропонуємо:Повний remote і можливість самостійно організувати робочий процес.Відпустка 24 календарних днів (+державні свята).Кожного місяця виділяється $20 на активності пов’язані з проф. саморозвитком.День навчання — кожної останньої п’ятниці місяця.Компенсація 50% вартості індивідуальних занять з англійської.Щотижневий Speaking Club.Компенсація 50% вартості психотерапевта.Медичне страхування Best Doctors.Процес інтерв’ю:Дзвінок з Вікторією, рекрутером (30 хв) — отримаєш більше інформації про компанію, проєкти та співпрацю.Технічне інтерв’ю з Ігорем, Lead Developers (1 год) — поділишся своїм технічним досвідом і ключовими досягненнями. Матимеш змогу задати уточнюючі питання, тож готуй їх завчасно 😉Зустріч з Володимиром, CEO (30 хв) — дізнаєшся більше щодо стратегії компанії, а також очікувань твоєї ролі та внеску в успіх команди. Розкажеш про свій досвід в керуванні та розробці.Як це бути частиною команди Gearheart?Проактивність — активно задавати питання, шукати відповіді, виконувати завдання вчасно та своєчасно повідомляти про будь-які issues, що виникають.Працювати віддалено з різних точок України та світу. Інколи, навіть поєднувати роботу з подорожами.Вміти правильно розпоряджатись своїм часом і працювати самостійно, без мікроменеджменту. Наші РМ — це про менторство, своєчасний фідбек та підтримку.Бути гнучкими у всьому, що стосується робочих процесів, керуватись здоровим глуздом та надавати перевагу простим рішенням, не пере ускладнюючи архітектуру;Жити в стилі «Life is long learning». Розумітись не тільки на своєму звичному інструментарії, а й не боятись нових технологій.Залишимо трохи цікавого на інтерв’ю 🧡",$4500,https://jobs.dou.ua/companies/gearheart/vacancies/279519/
"Backend developer (Python, PHP)",Zviger LLC,віддалено,"Привіт, майбутній колего!Ми — американська IT компанія з українським корінням «Zviger LLC», яка надає якісний сервіс підбору авто з США і Канади з 2017 року та займається розробкою IT продукту для цього напрямку бізнесу. Організуємо та візьмемо під контроль весь процес — від покупки автомобіля на аукціоні — до вивантаження в пункті призначення.У зв’язку з розширенням штату шукаємо Backend-developer.Ключові задачі:Розробка та підтримка продуктів компанії;Проведення код — рев’ю;Оцінка трудомісткості завдань;Взаємодія з іншими командами: розробниками back-end; розробниками front-end; тестувальниками; аналітиками.Для нас важливо (наші вимоги):Мінімум 3 роки досвіду розробки програмного забезпеченняДосвід об’єктно-орієнтованого програмуванняДосвід роботи з базами даних (SQL, NoSQL)Впевнене знання та досвід розробки на Python3Знання та досвід розробки на PHP (Symfony), JavaScriptДосвід роботи з чергами повідомлень (RabbitMQ)Досвід роботи з SeleniumДосвід роботи з інтеграціями API, вміння бачити приховані можливості в данихДосвід роботи з DockerБазовий досвід адміністрування *nix систем.Самоорганізованість, відповідальність, креативність, виконавчість.Ми пропонуємо (наші умови):Дистанційна форма роботи;Робота у крутій молодій команді;Графік роботи: 5 — денний робочий тиждень;Відпустка: 20 календарних днів;5 short term sick leave (day off)Персональна відпустка 3 дні по кожному із випадків: одруження, народження дитини, смерть близької людини;Бенефіти на придбання авто з США;Видаємо Eco Flow, щоб була можливість працювати в блекаути;Компенсація зовнішнього навчання та корпоративне навчання;Тімбілдинги;Ми можемо ще багато розповідати, але пропонуємо продовжити вже особисто.Що скажеш?",$2000–3000,https://jobs.dou.ua/companies/zviger-auto/vacancies/279474/
Python Web Developer,Go Wombat,"Дніпро, Івано-Франківськ, Валенсія (Іспанія), віддалено","У тебе є умови і бажання працювати? Любиш та вмієш писати на Python? Тоді тобі до нас! Go Wombat, як завжди, не припиняє пошуки крутих Python-розробників.
З вимогами у нас все просто:— Досвід роботи з web-фреймворками Django або FastAPI (experience from 4 years);— Досвід з IAAS і PAAS;— Досвід роботи з реляційними базами, а з нереляційними — буде круто;— Досвід створення і використання RESTful API’s;— Впевнений досвід роботи з системами контролю версій (Git);— Docker — дуже бажано;— Розуміння принципів об’єктно-орієнтованого програмування;— Базове розуміння принципів створення unit-tests;— UNIX-системи не вводять тебе в ступор;— Хороший рівень розмовної і письмової англійської (B2);— Впевнений користувач ПК :D",$3000–4000,https://jobs.dou.ua/companies/go-wombat-team/vacancies/121032/
"General QA Engineer (Python, Abroad)",PIN-UP Global,"за кордоном, віддалено","PIN-UP.TECH is one of the directions of the international ecosystem PIN-UP Global, which operates in six countries — Ukraine, Poland, Kazakhstan, Cyprus, Peru, and Armenia. PIN-UP.TECH is the foundation of today’s international ecosystem of PIN-UP Global, the main products of PIN-UP.TECH are platforms for Ukraine and Kazakhstan. PIN-UP Global is an ecosystem of independent companies involved in the life cycle of various entertainment products. Ecosystem companies introduce innovative technologies, non-standard solutions for the development and scaling of products and services.We are looking for a General QA Engineer (Python) to join our team.Requirements:• Extensive experience in Quality Assurance, specializing in testing WEB applications (both automation and manual testing for both FrontEnd and BackEnd);• Proficient in Python and well-versed in Object-Oriented Programming (OOP) principles;• Demonstrated expertise in API testing (REST, gRPC, WS) and proficiency in various testing tools from both manual and automation perspectives;• Proficiency in developing frameworks using PageObject, PageFactory, and PageElement-based approaches;• Hands-on experience with Selenium and Selenium-based tools such as Playwright;• Knowledge and experience with performance testing tools, such as Locust, JMeter, K6 or other;• Thorough understanding of Continuous Integration/Continuous Deployment (CI/CD) pipelines, with practical experience using GitLab CI;• Basic knowledge of *nix systems;• Holds a Bachelor’s degree in Computer Science, Software Engineering, or a related field (or possesses equivalent work experience);• Strong problem-solving skills and effective communication abilities. Will be plus:• Knowledge of GO, JavaScript/TypeScript, bash;• AWS experience (Lambda, EC2);• Grafana monitoring tool usage;• GraphQL experience.Responsibilities:• Work collaboratively with team members to design and upkeep automated test scripts using Python and OOP principles;• Create and sustain testing frameworks and test infrastructure for your project;• Conduct thorough manual and automated testing of WEB applications (API/UI/Load);• Prioritize a strong commitment to quality assurance, including the identification and resolution of defects;• Provide guidance and support to creators of test cases, packages, and plans to ensure comprehensive test coverage;• Collaborate closely with CI/CD pipelines, particularly in a GitLab CI environment, to automate test execution;• Contribute actively to problem-solving efforts aimed at identifying and resolving testing-related issues.",Not provided,https://jobs.dou.ua/companies/pin-up-global/vacancies/279471/
Automation QA Engineer (Python) Freelance,Lemberg Solutions,"Львів, Луцьк, Рівне, віддалено","Lemberg Solutions is, above all, a group of passionate professionals led by a core team that have been meticulously selected over the last 15 years. We are based in Lviv, Rivne, and Lutsk, and opened GmbH in Hamburg, Germany.At LS, people come first. We know that our success is based on our people’s achievements. Each and every one of our 200 team members is highly valued for their hard work, and we’re always excited to welcome new specialists ready to embrace challenges with us.Pay attention: only those candidates who meet the listed requirements will receive an answer!Necessary skills and qualifications:3+ years of experience with Automation, Python, and PyTest Solid experience in writing and executing test plans, test scenarios, and test cases Practical knowledge of Selenium WebDriver or PlaywrightAbility to write testing documentation: Bug Reports, Check Lists, Test Cases, Traceability Matrix; perform informal reviews of these documentsFamiliarity with popular QA tools for defect and test case managementDeep knowledge of HTML/CSS and SQLUnderstanding of computer networking principles and protocols: HTTP, TCP/IP, Rest APIBeing motivated by investigating problems and finding their root causeUpper-intermediate level of EnglishWill be a plus:BDD frameworkFamiliarity with Appium Experience with Docker",Not provided,https://jobs.dou.ua/companies/lemberg-solutions/vacancies/279470/
Senior Test Automation Engineer w/ Python,Luxoft,віддалено,"Project Description:We are looking for an experienced QA engineer to join a team focused on the development of complex medical prescription software for modern orthodontic solutions. The work includes full cycle of Quality Assurance.Responsibilities:• Design and develop automated tests for Web in close collaboration with the development team• Maintenance of the required test documents (test cases, reports, etc.)• Performance testing• Proactive work in a distributed agile environmentMandatory Skills Description:• 4+ years of experience as an QA Automation Engineer• Python programming skills• Experience in backend test automation• Experience in Web UI test automation (Selenium WebDriver)• Knowledge about BDD approach• Solid understanding of SDLC and QA processes, best practices, testing techniques, and methodologies• Experience in popular CI tools (Atlassian suite preferred)• BS or MS in Computer Science, Engineering, or Mathematics• Good English written and verbal communication skillsNice-to-Have Skills Description:• Experience working with REST API testing tools• Experience with CAD/CAM applications testing• Experience with 3D applications testingLanguages:English: B2 Upper Intermediate",Not provided,https://jobs.dou.ua/companies/luxoft/vacancies/275834/
Senior Python / Golang Developer in Email Services: Development & QA Team,ZONE3000,віддалено,"Your expertise: Minimum of 5 years of commercial experience in python development, including a strong proficiency in Django, Django REST Framework and CeleryGolang level 6+ monthExpertise in working with PostgreSQL, Redis and RabbitMQSolid understanding of networking protocols and concepts, such as HTTP, TCP / IP, DNS, SSL / TLSFamiliarity with common software design patterns and principles, with a dedication to implementing them in practical scenariosExperienced in writing comprehensive unit and integration testsCapable of documenting code for maintenance and collaborative purposesWell-versed in Linux environments, Docker, and docker-compose for development and deploymentExperienced with CI / CD pipelines and automation toolsExperienced in microservice development Intermediate level in English, capable of effectively reading and writing technical documentation and engaging in written technical communicationsProduct technology stack:PythonGolangDjango / Django REST FrameworkCeleryPostgreSQL, RedisKubernetesDockerJenkinsAWSAtlassian stackWill definitely be a plus: Experience with AWS, ELK and GrafanaUnderstanding of event-driven architecturesWhat’s in it for you?Opportunity to deal with top-notch technologies and approaches in a world-leader product company with millions of customersOpportunity to make a difference for online privacy, freedom of speech, and net neutralityDecent market rate compensation depending on experience and skillsDeveloped corporate culture: no micromanagement, culture based on principles of truth, trust, and transparency“You build it, you own it” mentality in most contextsSupport of personal and professional developmentcoverage of costs of external trainings, conferences, professional literaturesupport of experienced colleaguesin-house events and trainingsregular knowledge sharing in teamsEnglish classes and speaking clubsLife-balance supporttruly flexible schedule, no time-tracking at all25 working days of vacation5 days of paid sick leave per month (if necessary) without providing a medical certificategenerous maternity leave programProfessionally strong environment, friendly and open atmosphere, ability to influence the product development and recognition for itYou will be involved into: Develop and implement new services for email delivery and filtration using Python and GolangEnhance and maintain existing services by adding new features and fixing bugsEnsure code quality through comprehensive unit and integration testsParticipate in system design discussions for services, offering innovative solutionsDiagnose and resolve issues utilizing logs, error reports, and telemetry dataWriting technical documentation of implemented features / servicesAbout the company and project:ZONE3000 is proud to represent its partnership with Namecheap (www.namecheap.com). Namecheap was founded in 2000 on the idea that all people deserve value-priced domains delivered through stellar service. Today Namecheap is a leading ICANN-accredited domain name registrar and web hosting company with over 13 million customers and 17 million domains under management — and we’re just getting started.Our culture is built on the values that we live every day: the way we work, the way we collaborate with our global network of colleagues and the way we relentlessly innovate solutions that meet the emerging needs of our customers.Join us in our mission with our spam filtration tool, which processes over 22 million emails daily. We are in search of a proficient software engineer with skills in Python. Hoping you are passionate about Golang. The selected candidate will play a key role in the development and maintenance of backend services vital to our email delivery and filtering operations. While Python is the primary language for many of our services, we increasingly rely on Golang for those requiring peak performance. This position requires engaging with HTTP-based web services and occasionally working with lower-level protocols like TCP. Therefore, a solid understanding of network programming is mandatory.",Not provided,https://jobs.dou.ua/companies/zone3000/vacancies/272473/
Python trainer (part-time),DAN.IT education,"Київ, віддалено","Привіт, майбутній викладач!DAN.IT Education — EdTech компанія, яка займається якісною підготовкою ІТ фахівців.Ми шукаємо тренера для нашого курсу з Python.❗️❗️Курс проводиться українською мовою. 🔹 Заняття проводяться онлайн, у будні дні з 19:00 до 22:00 (за київським часом) та одна сесія у вихідні з 10:00 до 13:00. 🔹 Тривалість курсу — 5 місяців. Ми пропонуємо: ➡️ Роботу на неповний робочий день (з можливістю поєднання з основною роботою); ➡️ Можливість удосконалити навички спікера; ➡️ Конкурентну погодинну оплату, прив’язану до $; ➡️ Робоче навантаження 9-12 годин на тиждень; ➡️ Зарезервоване місце для паркування в підземному паркінгу; ➡️ Місце у сучасному коворкінгу з найкращим видом на правий берег Києва. Ваші обов’язки включатимуть: ➡️ Проведення занять і практичних вправ за встановленими програмами (всі матеріали для уроку готові); ➡️ Відповіді на запитання студентів; ➡️ Без перевірки домашніх завдань. Наші очікування від вас: ➡️ Щонайменше 3-5 років досвіду роботи з Python; ➡️ Сильні комунікаційні навички, здатність чітко пояснювати концепції, залучати аудиторію та утримувати увагу слухачів. Ми будемо раді бачити вас у нашій команді!",$20,https://jobs.dou.ua/companies/dan-it-education/vacancies/279443/
